in s,C1 in V
-2.95893E+00,6.71450E-03
-2.95888E+00,6.66909E-03
-2.95883E+00,6.63247E-03
-2.95878E+00,6.50356E-03
-2.95873E+00,6.40103E-03
-2.95868E+00,6.35708E-03
-2.95863E+00,6.30581E-03
-2.95858E+00,6.21792E-03
-2.95853E+00,6.11685E-03
-2.95848E+00,6.00259E-03
-2.95843E+00,5.93081E-03
-2.95838E+00,5.81069E-03
-2.95833E+00,5.72720E-03
-2.95828E+00,5.61440E-03
-2.95823E+00,5.52651E-03
-2.95818E+00,5.41079E-03
-2.95813E+00,5.32437E-03
-2.95808E+00,5.22329E-03
-2.95803E+00,5.11636E-03
-2.95798E+00,5.09438E-03
-2.95793E+00,5.05190E-03
-2.95787E+00,5.01968E-03
-2.95782E+00,4.96401E-03
-2.95777E+00,5.00796E-03
-2.95772E+00,4.97720E-03
-2.95767E+00,4.95815E-03
-2.95762E+00,4.96401E-03
-2.95757E+00,4.99331E-03
-2.95752E+00,5.02847E-03
-2.95747E+00,5.01382E-03
-2.95742E+00,5.03140E-03
-2.95737E+00,5.07974E-03
-2.95732E+00,5.06069E-03
-2.95727E+00,5.06069E-03
-2.95722E+00,5.04897E-03
-2.95717E+00,5.06948E-03
-2.95712E+00,4.97866E-03
-2.95707E+00,4.93472E-03
-2.95702E+00,4.94351E-03
-2.95697E+00,4.86587E-03
-2.95692E+00,4.80435E-03
-2.95687E+00,4.73989E-03
-2.95682E+00,4.64028E-03
-2.95677E+00,4.55679E-03
-2.95672E+00,4.48794E-03
-2.95667E+00,4.36196E-03
-2.95661E+00,4.30923E-03
-2.95656E+00,4.19790E-03
-2.95651E+00,4.13491E-03
-2.95646E+00,4.03384E-03
-2.95641E+00,3.94595E-03
-2.95636E+00,3.86099E-03
-2.95631E+00,3.80239E-03
-2.95626E+00,3.78481E-03
-2.95621E+00,3.70132E-03
-2.95616E+00,3.72329E-03
-2.95611E+00,3.76577E-03
-2.95606E+00,3.81558E-03
-2.95601E+00,3.81265E-03
-2.95596E+00,3.81851E-03
-2.95591E+00,3.91079E-03
-2.95586E+00,3.99282E-03
-2.95581E+00,4.10708E-03
-2.95576E+00,4.22427E-03
-2.95571E+00,4.38247E-03
-2.95566E+00,4.50552E-03
-2.95561E+00,4.65933E-03
-2.95556E+00,4.78237E-03
-2.95551E+00,4.92446E-03
-2.95546E+00,5.05190E-03
-2.95541E+00,5.12515E-03
-2.95535E+00,5.25845E-03
-2.95530E+00,5.31558E-03
-2.95525E+00,5.42690E-03
-2.95520E+00,5.54995E-03
-2.95515E+00,5.53384E-03
-2.95510E+00,5.56021E-03
-2.95505E+00,5.60708E-03
-2.95500E+00,5.68325E-03
-2.95495E+00,5.69644E-03
-2.95490E+00,5.70815E-03
-2.95485E+00,5.77554E-03
-2.95480E+00,5.73452E-03
-2.95475E+00,5.78140E-03
-2.95470E+00,5.84731E-03
-2.95465E+00,5.86489E-03
-2.95460E+00,5.84438E-03
-2.95455E+00,5.86343E-03
-2.95450E+00,5.90884E-03
-2.95445E+00,5.91030E-03
-2.95440E+00,5.92202E-03
-2.95435E+00,5.98940E-03
-2.95430E+00,5.94985E-03
-2.95425E+00,5.99087E-03
-2.95420E+00,6.02749E-03
-2.95415E+00,5.99380E-03
-2.95409E+00,6.04214E-03
-2.95404E+00,6.05679E-03
-2.95399E+00,6.04214E-03
-2.95394E+00,6.03481E-03
-2.95389E+00,6.03042E-03
-2.95384E+00,6.00112E-03
-2.95379E+00,5.95571E-03
-2.95374E+00,5.92495E-03
-2.95369E+00,5.87515E-03
-2.95364E+00,5.89858E-03
-2.95359E+00,5.81948E-03
-2.95354E+00,5.81802E-03
-2.95349E+00,5.75942E-03
-2.95344E+00,5.69058E-03
-2.95339E+00,5.64810E-03
-2.95334E+00,5.57778E-03
-2.95329E+00,5.50894E-03
-2.95324E+00,5.48257E-03
-2.95319E+00,5.38003E-03
-2.95314E+00,5.30532E-03
-2.95309E+00,5.26870E-03
-2.95304E+00,5.15298E-03
-2.95299E+00,5.06362E-03
-2.95294E+00,4.92007E-03
-2.95289E+00,4.76333E-03
-2.95283E+00,4.64175E-03
-2.95278E+00,4.47183E-03
-2.95273E+00,4.33706E-03
-2.95268E+00,4.17007E-03
-2.95263E+00,3.91665E-03
-2.95258E+00,3.73501E-03
-2.95253E+00,3.50942E-03
-2.95248E+00,3.25308E-03
-2.95243E+00,3.02896E-03
-2.95238E+00,2.80483E-03
-2.95233E+00,2.52944E-03
-2.95228E+00,2.28628E-03
-2.95223E+00,2.03579E-03
-2.95218E+00,1.81899E-03
-2.95213E+00,1.59634E-03
-2.95208E+00,1.40005E-03
-2.95203E+00,1.23452E-03
-2.95198E+00,1.03091E-03
-2.95193E+00,9.35693E-04
-2.95188E+00,8.53662E-04
-2.95183E+00,7.84814E-04
-2.95178E+00,7.13037E-04
-2.95173E+00,6.52979E-04
-2.95168E+00,6.11963E-04
-2.95163E+00,5.70947E-04
-2.95157E+00,6.20752E-04
-2.95152E+00,6.14893E-04
-2.95147E+00,6.26611E-04
-2.95142E+00,6.60303E-04
-2.95137E+00,7.05713E-04
-2.95132E+00,8.21436E-04
-2.95127E+00,8.90283E-04
-2.95122E+00,9.69385E-04
-2.95117E+00,1.06021E-03
-2.95112E+00,1.14077E-03
-2.95107E+00,1.24038E-03
-2.95102E+00,1.41177E-03
-2.95097E+00,1.46304E-03
-2.95092E+00,1.53774E-03
-2.95087E+00,1.67690E-03
-2.95082E+00,1.80288E-03
-2.95077E+00,1.89810E-03
-2.95072E+00,1.96108E-03
-2.95067E+00,2.09585E-03
-2.95062E+00,2.17202E-03
-2.95057E+00,2.22915E-03
-2.95052E+00,2.37563E-03
-2.95047E+00,2.49429E-03
-2.95042E+00,2.59976E-03
-2.95037E+00,2.73013E-03
-2.95031E+00,2.87954E-03
-2.95026E+00,2.97036E-03
-2.95021E+00,3.10806E-03
-2.95016E+00,3.19155E-03
-2.95011E+00,3.34097E-03
-2.95006E+00,3.49038E-03
-2.95001E+00,3.62661E-03
-2.94996E+00,3.75552E-03
-2.94991E+00,3.92397E-03
-2.94986E+00,4.05435E-03
-2.94981E+00,4.21841E-03
-2.94976E+00,4.37075E-03
-2.94971E+00,4.50112E-03
-2.94966E+00,4.64468E-03
-2.94961E+00,4.78091E-03
-2.94956E+00,4.92007E-03
-2.94951E+00,5.05190E-03
-2.94946E+00,5.15005E-03
-2.94941E+00,5.25991E-03
-2.94936E+00,5.36392E-03
-2.94931E+00,5.46206E-03
-2.94926E+00,5.48989E-03
-2.94921E+00,5.54409E-03
-2.94916E+00,5.63052E-03
-2.94911E+00,5.64517E-03
-2.94905E+00,5.69058E-03
-2.94900E+00,5.71255E-03
-2.94895E+00,5.75503E-03
-2.94890E+00,5.76382E-03
-2.94885E+00,5.75942E-03
-2.94880E+00,5.79312E-03
-2.94875E+00,5.81655E-03
-2.94870E+00,5.82681E-03
-2.94865E+00,5.80337E-03
-2.94860E+00,5.79897E-03
-2.94855E+00,5.69497E-03
-2.94850E+00,5.68179E-03
-2.94845E+00,5.62905E-03
-2.94840E+00,5.56606E-03
-2.94835E+00,5.48550E-03
-2.94830E+00,5.37271E-03
-2.94825E+00,5.33462E-03
-2.94820E+00,5.22622E-03
-2.94815E+00,5.16323E-03
-2.94810E+00,5.03579E-03
-2.94805E+00,4.94790E-03
-2.94800E+00,4.82046E-03
-2.94795E+00,4.66665E-03
-2.94790E+00,4.59780E-03
-2.94785E+00,4.47769E-03
-2.94779E+00,4.40005E-03
-2.94774E+00,4.26675E-03
-2.94769E+00,4.20815E-03
-2.94764E+00,4.10415E-03
-2.94759E+00,4.05581E-03
-2.94754E+00,3.97964E-03
-2.94749E+00,3.96499E-03
-2.94744E+00,3.88442E-03
-2.94739E+00,3.89175E-03
-2.94734E+00,3.86538E-03
-2.94729E+00,3.80532E-03
-2.94724E+00,3.74966E-03
-2.94719E+00,3.74673E-03
-2.94714E+00,3.72329E-03
-2.94709E+00,3.64272E-03
-2.94704E+00,3.59146E-03
-2.94699E+00,3.46841E-03
-2.94694E+00,3.38931E-03
-2.94689E+00,3.29849E-03
-2.94684E+00,3.15054E-03
-2.94679E+00,3.00552E-03
-2.94674E+00,2.85757E-03
-2.94669E+00,2.60708E-03
-2.94664E+00,2.38003E-03
-2.94659E+00,2.21011E-03
-2.94653E+00,1.93325E-03
-2.94648E+00,1.63735E-03
-2.94643E+00,1.35757E-03
-2.94638E+00,1.04409E-03
-2.94633E+00,7.15967E-04
-2.94628E+00,4.46436E-04
-2.94623E+00,1.02197E-04
-2.94618E+00,-2.69873E-04
-2.94613E+00,-5.51123E-04
-2.94608E+00,-7.92822E-04
-2.94603E+00,-1.02720E-03
-2.94598E+00,-1.27036E-03
-2.94593E+00,-1.52378E-03
-2.94588E+00,-1.75815E-03
-2.94583E+00,-1.97495E-03
-2.94578E+00,-2.08628E-03
-2.94573E+00,-2.21079E-03
-2.94568E+00,-2.32065E-03
-2.94563E+00,-2.43491E-03
-2.94558E+00,-2.46714E-03
-2.94553E+00,-2.44077E-03
-2.94548E+00,-2.42026E-03
-2.94543E+00,-2.40122E-03
-2.94538E+00,-2.36899E-03
-2.94533E+00,-2.24155E-03
-2.94527E+00,-2.16685E-03
-2.94522E+00,-2.04233E-03
-2.94517E+00,-1.92075E-03
-2.94512E+00,-1.78013E-03
-2.94507E+00,-1.59409E-03
-2.94502E+00,-1.46519E-03
-2.94497E+00,-1.34800E-03
-2.94492E+00,-1.17661E-03
-2.94487E+00,-1.04624E-03
-2.94482E+00,-9.36377E-04
-2.94477E+00,-8.07471E-04
-2.94472E+00,-7.54736E-04
-2.94467E+00,-6.40479E-04
-2.94462E+00,-5.90674E-04
-2.94457E+00,-5.46729E-04
-2.94452E+00,-5.33545E-04
-2.94447E+00,-4.98389E-04
-2.94442E+00,-4.61768E-04
-2.94437E+00,-5.15967E-04
-2.94432E+00,-5.27686E-04
-2.94427E+00,-5.48193E-04
-2.94422E+00,-5.92139E-04
-2.94417E+00,-5.96533E-04
-2.94412E+00,-6.40479E-04
-2.94407E+00,-6.33154E-04
-2.94401E+00,-6.43408E-04
-2.94396E+00,-6.08252E-04
-2.94391E+00,-6.03857E-04
-2.94386E+00,-5.56982E-04
-2.94381E+00,-5.01318E-04
-2.94376E+00,-4.58838E-04
-2.94371E+00,-3.56299E-04
-2.94366E+00,-2.85986E-04
-2.94361E+00,-1.62939E-04
-2.94356E+00,-5.89355E-05
-2.94351E+00,7.43652E-05
-2.94346E+00,2.16455E-04
-2.94341E+00,3.52686E-04
-2.94336E+00,5.09424E-04
-2.94331E+00,6.38330E-04
-2.94326E+00,7.24756E-04
-2.94321E+00,8.91748E-04
-2.94316E+00,1.03677E-03
-2.94311E+00,1.16567E-03
-2.94306E+00,1.25942E-03
-2.94301E+00,1.37661E-03
-2.94296E+00,1.48354E-03
-2.94291E+00,1.60220E-03
-2.94286E+00,1.74722E-03
-2.94281E+00,1.81753E-03
-2.94275E+00,1.86147E-03
-2.94270E+00,1.88931E-03
-2.94265E+00,1.96694E-03
-2.94260E+00,1.99917E-03
-2.94255E+00,2.03872E-03
-2.94250E+00,2.04458E-03
-2.94245E+00,2.04751E-03
-2.94240E+00,2.07388E-03
-2.94235E+00,2.06509E-03
-2.94230E+00,2.09292E-03
-2.94225E+00,2.02993E-03
-2.94220E+00,2.03872E-03
-2.94215E+00,2.07241E-03
-2.94210E+00,2.10464E-03
-2.94205E+00,2.07974E-03
-2.94200E+00,2.13247E-03
-2.94195E+00,2.13687E-03
-2.94190E+00,2.15884E-03
-2.94185E+00,2.21890E-03
-2.94180E+00,2.25552E-03
-2.94175E+00,2.36099E-03
-2.94170E+00,2.40640E-03
-2.94165E+00,2.50015E-03
-2.94160E+00,2.63638E-03
-2.94155E+00,2.66128E-03
-2.94149E+00,2.74917E-03
-2.94144E+00,2.79165E-03
-2.94139E+00,2.87954E-03
-2.94134E+00,2.94399E-03
-2.94129E+00,3.02163E-03
-2.94124E+00,3.05239E-03
-2.94119E+00,3.07144E-03
-2.94114E+00,3.06411E-03
-2.94109E+00,3.07290E-03
-2.94104E+00,3.00112E-03
-2.94099E+00,2.97329E-03
-2.94094E+00,2.91616E-03
-2.94089E+00,2.77993E-03
-2.94084E+00,2.66714E-03
-2.94079E+00,2.55581E-03
-2.94074E+00,2.38589E-03
-2.94069E+00,2.21743E-03
-2.94064E+00,2.01089E-03
-2.94059E+00,1.75894E-03
-2.94054E+00,1.49233E-03
-2.94049E+00,1.23452E-03
-2.94044E+00,1.00308E-03
-2.94039E+00,6.77881E-04
-2.94034E+00,4.20068E-04
-2.94029E+00,1.35889E-04
-2.94023E+00,-1.32178E-04
-2.94018E+00,-3.76807E-04
-2.94013E+00,-6.18506E-04
-2.94008E+00,-8.54346E-04
-2.94003E+00,-1.05356E-03
-2.93998E+00,-1.24839E-03
-2.93993E+00,-1.44907E-03
-2.93988E+00,-1.58677E-03
-2.93983E+00,-1.77720E-03
-2.93978E+00,-1.86216E-03
-2.93973E+00,-1.92661E-03
-2.93968E+00,-2.02769E-03
-2.93963E+00,-2.06138E-03
-2.93958E+00,-2.04087E-03
-2.93953E+00,-2.03208E-03
-2.93948E+00,-2.02915E-03
-2.93943E+00,-1.98960E-03
-2.93938E+00,-1.89292E-03
-2.93933E+00,-1.79917E-03
-2.93928E+00,-1.78306E-03
-2.93923E+00,-1.67466E-03
-2.93918E+00,-1.62925E-03
-2.93913E+00,-1.58530E-03
-2.93908E+00,-1.52964E-03
-2.93903E+00,-1.52378E-03
-2.93897E+00,-1.55601E-03
-2.93892E+00,-1.62192E-03
-2.93887E+00,-1.64536E-03
-2.93882E+00,-1.75669E-03
-2.93877E+00,-1.87681E-03
-2.93872E+00,-2.04087E-03
-2.93867E+00,-2.17856E-03
-2.93862E+00,-2.35728E-03
-2.93857E+00,-2.61216E-03
-2.93852E+00,-2.82456E-03
-2.93847E+00,-3.11460E-03
-2.93842E+00,-3.34897E-03
-2.93837E+00,-3.57017E-03
-2.93832E+00,-3.87339E-03
-2.93827E+00,-4.15317E-03
-2.93822E+00,-4.39634E-03
-2.93817E+00,-4.61313E-03
-2.93812E+00,-4.82993E-03
-2.93807E+00,-5.03354E-03
-2.93802E+00,-5.20493E-03
-2.93797E+00,-5.37046E-03
-2.93792E+00,-5.53013E-03
-2.93787E+00,-5.62388E-03
-2.93782E+00,-5.63267E-03
-2.93777E+00,-5.59751E-03
-2.93771E+00,-5.62534E-03
-2.93766E+00,-5.56821E-03
-2.93761E+00,-5.43491E-03
-2.93756E+00,-5.28550E-03
-2.93751E+00,-5.10679E-03
-2.93746E+00,-4.91636E-03
-2.93741E+00,-4.69077E-03
-2.93736E+00,-4.40220E-03
-2.93731E+00,-4.07993E-03
-2.93726E+00,-3.76792E-03
-2.93721E+00,-3.44858E-03
-2.93716E+00,-3.12339E-03
-2.93711E+00,-2.78354E-03
-2.93706E+00,-2.42759E-03
-2.93701E+00,-2.08921E-03
-2.93696E+00,-1.75962E-03
-2.93691E+00,-1.45786E-03
-2.93686E+00,-1.13413E-03
-2.93681E+00,-9.26123E-04
-2.93676E+00,-7.02002E-04
-2.93671E+00,-5.02783E-04
-2.93666E+00,-2.96240E-04
-2.93661E+00,-1.21924E-04
-2.93656E+00,-3.54980E-05
-2.93651E+00,1.08057E-04
-2.93645E+00,1.93018E-04
-2.93640E+00,2.31104E-04
-2.93635E+00,2.19385E-04
-2.93630E+00,2.99951E-04
-2.93625E+00,3.29248E-04
-2.93620E+00,2.66260E-04
-2.93615E+00,2.73584E-04
-2.93610E+00,2.50146E-04
-2.93605E+00,2.38428E-04
-2.93600E+00,2.23779E-04
-2.93595E+00,2.01807E-04
-2.93590E+00,1.63721E-04
-2.93585E+00,1.91553E-04
-2.93580E+00,1.78369E-04
-2.93575E+00,2.39893E-04
-2.93570E+00,2.58936E-04
-2.93565E+00,2.94092E-04
-2.93560E+00,3.35107E-04
-2.93555E+00,4.17139E-04
-2.93550E+00,5.53369E-04
-2.93545E+00,6.11963E-04
-2.93540E+00,7.15967E-04
-2.93535E+00,7.97998E-04
-2.93530E+00,8.37549E-04
-2.93525E+00,9.47412E-04
-2.93519E+00,9.73779E-04
-2.93514E+00,1.01040E-03
-2.93509E+00,1.05288E-03
-2.93504E+00,1.11440E-03
-2.93499E+00,1.09976E-03
-2.93494E+00,1.11440E-03
-2.93489E+00,1.09390E-03
-2.93484E+00,1.00454E-03
-2.93479E+00,9.23975E-04
-2.93474E+00,8.25830E-04
-2.93469E+00,6.67627E-04
-2.93464E+00,5.50439E-04
-2.93459E+00,4.12744E-04
-2.93454E+00,2.14990E-04
-2.93449E+00,2.01660E-05
-2.93444E+00,-2.27393E-04
-2.93439E+00,-4.35400E-04
-2.93434E+00,-7.12256E-04
-2.93429E+00,-9.36377E-04
-2.93424E+00,-1.17515E-03
-2.93419E+00,-1.40073E-03
-2.93414E+00,-1.70396E-03
-2.93409E+00,-1.90610E-03
-2.93404E+00,-2.18589E-03
-2.93399E+00,-2.39536E-03
-2.93393E+00,-2.57554E-03
-2.93388E+00,-2.81284E-03
-2.93383E+00,-2.96226E-03
-2.93378E+00,-3.06919E-03
-2.93373E+00,-3.20249E-03
-2.93368E+00,-3.21714E-03
-2.93363E+00,-3.32407E-03
-2.93358E+00,-3.38560E-03
-2.93353E+00,-3.39731E-03
-2.93348E+00,-3.35483E-03
-2.93343E+00,-3.37974E-03
-2.93338E+00,-3.37827E-03
-2.93333E+00,-3.34604E-03
-2.93328E+00,-3.29624E-03
-2.93323E+00,-3.24937E-03
-2.93318E+00,-3.24790E-03
-2.93313E+00,-3.23911E-03
-2.93308E+00,-3.20981E-03
-2.93303E+00,-3.19663E-03
-2.93298E+00,-3.19663E-03
-2.93293E+00,-3.21714E-03
-2.93288E+00,-3.23179E-03
-2.93283E+00,-3.31235E-03
-2.93278E+00,-3.32261E-03
-2.93273E+00,-3.37388E-03
-2.93267E+00,-3.50718E-03
-2.93262E+00,-3.57749E-03
-2.93257E+00,-3.69761E-03
-2.93252E+00,-3.81626E-03
-2.93247E+00,-3.95396E-03
-2.93242E+00,-4.05649E-03
-2.93237E+00,-4.17222E-03
-2.93232E+00,-4.32310E-03
-2.93227E+00,-4.42856E-03
-2.93222E+00,-4.49448E-03
-2.93217E+00,-4.55894E-03
-2.93212E+00,-4.63950E-03
-2.93207E+00,-4.68491E-03
-2.93202E+00,-4.68491E-03
-2.93197E+00,-4.64536E-03
-2.93192E+00,-4.58823E-03
-2.93187E+00,-4.43296E-03
-2.93182E+00,-4.28940E-03
-2.93177E+00,-4.13267E-03
-2.93172E+00,-3.91733E-03
-2.93167E+00,-3.67563E-03
-2.93162E+00,-3.37095E-03
-2.93157E+00,-3.03696E-03
-2.93152E+00,-2.73374E-03
-2.93147E+00,-2.38218E-03
-2.93141E+00,-2.01011E-03
-2.93136E+00,-1.59849E-03
-2.93131E+00,-1.10923E-03
-2.93126E+00,-7.02002E-04
-2.93121E+00,-2.74268E-04
-2.93116E+00,5.09277E-05
-2.93111E+00,4.55225E-04
-2.93106E+00,8.34619E-04
-2.93101E+00,1.13491E-03
-2.93096E+00,1.43228E-03
-2.93091E+00,1.79263E-03
-2.93086E+00,2.00942E-03
-2.93081E+00,2.20864E-03
-2.93076E+00,2.38149E-03
-2.93071E+00,2.51919E-03
-2.93066E+00,2.63345E-03
-2.93061E+00,2.68765E-03
-2.93056E+00,2.80630E-03
-2.93051E+00,2.79458E-03
-2.93046E+00,2.70815E-03
-2.93041E+00,2.71694E-03
-2.93036E+00,2.66567E-03
-2.93031E+00,2.54556E-03
-2.93026E+00,2.36831E-03
-2.93021E+00,2.25112E-03
-2.93015E+00,2.17349E-03
-2.93010E+00,2.03579E-03
-2.93005E+00,1.84829E-03
-2.93000E+00,1.67544E-03
-2.92995E+00,1.51724E-03
-2.92990E+00,1.39126E-03
-2.92985E+00,1.28433E-03
-2.92980E+00,1.19351E-03
-2.92975E+00,1.10122E-03
-2.92970E+00,1.05581E-03
-2.92965E+00,9.28369E-04
-2.92960E+00,9.35693E-04
-2.92955E+00,9.03467E-04
-2.92950E+00,8.59521E-04
-2.92945E+00,8.65381E-04
-2.92940E+00,9.12256E-04
-2.92935E+00,9.45947E-04
-2.92930E+00,9.66455E-04
-2.92925E+00,1.00161E-03
-2.92920E+00,1.05874E-03
-2.92915E+00,1.07046E-03
-2.92910E+00,1.08804E-03
-2.92905E+00,1.06606E-03
-2.92900E+00,1.09683E-03
-2.92895E+00,1.02798E-03
-2.92889E+00,9.56201E-04
-2.92884E+00,9.07861E-04
-2.92879E+00,8.65381E-04
-2.92874E+00,7.11572E-04
-2.92869E+00,5.50439E-04
-2.92864E+00,3.64404E-04
-2.92859E+00,1.35889E-04
-2.92854E+00,-1.29248E-04
-2.92849E+00,-4.32471E-04
-2.92844E+00,-7.03467E-04
-2.92839E+00,-1.04771E-03
-2.92834E+00,-1.36704E-03
-2.92829E+00,-1.72153E-03
-2.92824E+00,-2.12437E-03
-2.92819E+00,-2.51108E-03
-2.92814E+00,-2.85825E-03
-2.92809E+00,-3.22886E-03
-2.92804E+00,-3.55552E-03
-2.92799E+00,-3.83970E-03
-2.92794E+00,-4.18247E-03
-2.92789E+00,-4.46079E-03
-2.92784E+00,-4.68052E-03
-2.92779E+00,-4.92075E-03
-2.92774E+00,-5.11265E-03
-2.92769E+00,-5.20493E-03
-2.92763E+00,-5.35728E-03
-2.92758E+00,-5.39390E-03
-2.92753E+00,-5.47593E-03
-2.92748E+00,-5.52573E-03
-2.92743E+00,-5.50669E-03
-2.92738E+00,-5.51987E-03
-2.92733E+00,-5.47886E-03
-2.92728E+00,-5.38950E-03
-2.92723E+00,-5.26206E-03
-2.92718E+00,-5.16831E-03
-2.92713E+00,-5.10972E-03
-2.92708E+00,-4.95298E-03
-2.92703E+00,-4.83286E-03
-2.92698E+00,-4.68198E-03
-2.92693E+00,-4.58823E-03
-2.92688E+00,-4.44907E-03
-2.92683E+00,-4.34800E-03
-2.92678E+00,-4.23521E-03
-2.92673E+00,-4.10190E-03
-2.92668E+00,-4.01841E-03
-2.92663E+00,-3.92026E-03
-2.92658E+00,-3.89243E-03
-2.92653E+00,-3.76499E-03
-2.92648E+00,-3.71519E-03
-2.92643E+00,-3.67563E-03
-2.92637E+00,-3.58188E-03
-2.92632E+00,-3.54966E-03
-2.92627E+00,-3.49692E-03
-2.92622E+00,-3.38267E-03
-2.92617E+00,-3.34165E-03
-2.92612E+00,-3.22593E-03
-2.92607E+00,-3.13364E-03
-2.92602E+00,-3.02378E-03
-2.92597E+00,-2.91978E-03
-2.92592E+00,-2.75278E-03
-2.92587E+00,-2.56821E-03
-2.92582E+00,-2.40269E-03
-2.92577E+00,-2.15220E-03
-2.92572E+00,-1.93247E-03
-2.92567E+00,-1.67173E-03
-2.92562E+00,-1.41245E-03
-2.92557E+00,-1.14878E-03
-2.92552E+00,-8.79248E-04
-2.92547E+00,-6.05322E-04
-2.92542E+00,-3.27002E-04
-2.92537E+00,-1.93848E-05
-2.92532E+00,2.61865E-04
-2.92527E+00,5.13818E-04
-2.92522E+00,8.00928E-04
-2.92517E+00,1.04263E-03
-2.92511E+00,1.32241E-03
-2.92506E+00,1.52896E-03
-2.92501E+00,1.72231E-03
-2.92496E+00,1.89370E-03
-2.92491E+00,2.04751E-03
-2.92486E+00,2.21011E-03
-2.92481E+00,2.32290E-03
-2.92476E+00,2.39907E-03
-2.92471E+00,2.45474E-03
-2.92466E+00,2.52944E-03
-2.92461E+00,2.55288E-03
-2.92456E+00,2.59243E-03
-2.92451E+00,2.63052E-03
-2.92446E+00,2.57192E-03
-2.92441E+00,2.52212E-03
-2.92436E+00,2.42837E-03
-2.92431E+00,2.39028E-03
-2.92426E+00,2.24526E-03
-2.92421E+00,2.17495E-03
-2.92416E+00,2.04604E-03
-2.92411E+00,1.98452E-03
-2.92406E+00,1.87466E-03
-2.92401E+00,1.71206E-03
-2.92396E+00,1.62710E-03
-2.92391E+00,1.53335E-03
-2.92385E+00,1.47476E-03
-2.92380E+00,1.36343E-03
-2.92375E+00,1.33413E-03
-2.92370E+00,1.26821E-03
-2.92365E+00,1.25503E-03
-2.92360E+00,1.19351E-03
-2.92355E+00,1.22134E-03
-2.92350E+00,1.22134E-03
-2.92345E+00,1.20962E-03
-2.92340E+00,1.31802E-03
-2.92335E+00,1.32388E-03
-2.92330E+00,1.35024E-03
-2.92325E+00,1.43960E-03
-2.92320E+00,1.44253E-03
-2.92315E+00,1.50698E-03
-2.92310E+00,1.55093E-03
-2.92305E+00,1.54653E-03
-2.92300E+00,1.55093E-03
-2.92295E+00,1.54946E-03
-2.92290E+00,1.54214E-03
-2.92285E+00,1.46450E-03
-2.92280E+00,1.37515E-03
-2.92275E+00,1.25063E-03
-2.92270E+00,1.11001E-03
-2.92265E+00,9.28369E-04
-2.92259E+00,7.40869E-04
-2.92254E+00,4.56689E-04
-2.92249E+00,2.41357E-04
-2.92244E+00,-5.60059E-05
-2.92239E+00,-3.78271E-04
-2.92234E+00,-6.82959E-04
-2.92229E+00,-1.00669E-03
-2.92224E+00,-1.39194E-03
-2.92219E+00,-1.70688E-03
-2.92214E+00,-2.07310E-03
-2.92209E+00,-2.45981E-03
-2.92204E+00,-2.74253E-03
-2.92199E+00,-2.99888E-03
-2.92194E+00,-3.26401E-03
-2.92189E+00,-3.53940E-03
-2.92184E+00,-3.80308E-03
-2.92179E+00,-3.97153E-03
-2.92174E+00,-4.15317E-03
-2.92169E+00,-4.28208E-03
-2.92164E+00,-4.36411E-03
-2.92159E+00,-4.44761E-03
-2.92154E+00,-4.46958E-03
-2.92149E+00,-4.47397E-03
-2.92144E+00,-4.45054E-03
-2.92139E+00,-4.38169E-03
-2.92133E+00,-4.21030E-03
-2.92128E+00,-4.02427E-03
-2.92123E+00,-3.94224E-03
-2.92118E+00,-3.73130E-03
-2.92113E+00,-3.48960E-03
-2.92108E+00,-3.23472E-03
-2.92103E+00,-3.03110E-03
-2.92098E+00,-2.80552E-03
-2.92093E+00,-2.59458E-03
-2.92088E+00,-2.32065E-03
-2.92083E+00,-2.13608E-03
-2.92078E+00,-1.93247E-03
-2.92073E+00,-1.72886E-03
-2.92068E+00,-1.61899E-03
-2.92063E+00,-1.49302E-03
-2.92058E+00,-1.37583E-03
-2.92053E+00,-1.30112E-03
-2.92048E+00,-1.25864E-03
-2.92043E+00,-1.16489E-03
-2.92038E+00,-1.13120E-03
-2.92033E+00,-1.14878E-03
-2.92028E+00,-1.15903E-03
-2.92023E+00,-1.20444E-03
-2.92018E+00,-1.27622E-03
-2.92013E+00,-1.31724E-03
-2.92007E+00,-1.35825E-03
-2.92002E+00,-1.43442E-03
-2.91997E+00,-1.50474E-03
-2.91992E+00,-1.55015E-03
-2.91987E+00,-1.59409E-03
-2.91982E+00,-1.61021E-03
-2.91977E+00,-1.57944E-03
-2.91972E+00,-1.60435E-03
-2.91967E+00,-1.56333E-03
-2.91962E+00,-1.44907E-03
-2.91957E+00,-1.35093E-03
-2.91952E+00,-1.28647E-03
-2.91947E+00,-1.13267E-03
-2.91942E+00,-9.78857E-04
-2.91937E+00,-7.84033E-04
-2.91932E+00,-6.37549E-04
-2.91927E+00,-4.31006E-04
-2.91922E+00,-2.15674E-04
-2.91917E+00,2.45605E-05
-2.91912E+00,2.10596E-04
-2.91907E+00,4.78662E-04
-2.91902E+00,6.93994E-04
-2.91897E+00,9.34229E-04
-2.91892E+00,1.15542E-03
-2.91887E+00,1.31362E-03
-2.91881E+00,1.52017E-03
-2.91876E+00,1.68276E-03
-2.91871E+00,1.84536E-03
-2.91866E+00,2.01821E-03
-2.91861E+00,2.15151E-03
-2.91856E+00,2.25112E-03
-2.91851E+00,2.32583E-03
-2.91846E+00,2.39614E-03
